+--------+--------+---------+--------+-------+---------------+---------------+---------------+---------------+
| cust   | prod   |   month |   year |   day |   sum_1_quant |   max_1_quant |   sum_2_quant |   max_2_quant |
| Mia    | Grapes |       4 |   2018 |     1 |           134 |           134 |           134 |           134 |
| Chae   | Jelly  |       6 |   2016 |     7 |             7 |             7 |             7 |             7 |
| Dan    | Grapes |       4 |   2016 |    21 |           410 |           410 |           410 |           410 |
| Wally  | Jelly  |       8 |   2017 |     2 |             8 |             8 |             8 |             8 |
| Chae   | Jelly  |       4 |   2016 |     4 |            80 |            80 |            80 |            80 |
| Helen  | Grapes |      12 |   2018 |    10 |           545 |           545 |           545 |           545 |
| Sam    | Jelly  |       2 |   2020 |    20 |           448 |           448 |           448 |           448 |
| Mia    | Dates  |       9 |   2016 |     4 |           825 |           825 |           825 |           825 |
| Boo    | Grapes |       4 |   2018 |    30 |           630 |           630 |           630 |           630 |
| Dan    | Dates  |       9 |   2016 |     8 |           481 |           481 |           481 |           481 |
| Helen  | Butter |       3 |   2016 |    31 |           613 |           613 |           613 |           613 |
| Wally  | Grapes |       6 |   2019 |     5 |            57 |            57 |            57 |            57 |
| Sam    | Apple  |       1 |   2020 |    10 |           151 |           151 |           151 |           151 |
| Boo    | Grapes |       6 |   2017 |    19 |           218 |           218 |           218 |           218 |
| Helen  | Dates  |       7 |   2016 |     8 |           550 |           550 |           550 |           550 |
| Helen  | Dates  |       7 |   2018 |     6 |            54 |            54 |            54 |            54 |
| Helen  | Eggs   |       5 |   2019 |     8 |           118 |           118 |           118 |           118 |
| Wally  | Ham    |       3 |   2016 |    19 |           911 |           911 |           911 |           911 |
| Boo    | Ice    |      12 |   2019 |    30 |           352 |           352 |           352 |           352 |
| Wally  | Dates  |       9 |   2016 |    15 |           643 |           643 |           643 |           643 |
| Claire | Grapes |       4 |   2020 |     6 |           317 |           317 |           317 |           317 |
| Sam    | Ice    |       4 |   2016 |     7 |           865 |           865 |           865 |           865 |
| Boo    | Jelly  |       6 |   2019 |    13 |            35 |            35 |            35 |            35 |
| Wally  | Cherry |       2 |   2018 |     3 |           800 |           800 |           800 |           800 |
| Mia    | Apple  |      12 |   2017 |    25 |           152 |           152 |           152 |           152 |
| Dan    | Ham    |      11 |   2019 |    20 |           567 |           567 |           567 |           567 |
| Chae   | Butter |       4 |   2017 |    21 |           925 |           925 |           925 |           925 |
| Mia    | Ham    |       6 |   2018 |     3 |           388 |           388 |           388 |           388 |
| Boo    | Dates  |       3 |   2017 |    31 |          1080 |           914 |          1080 |           914 |
| Dan    | Ice    |      10 |   2016 |     3 |           441 |           441 |           441 |           441 |
| Dan    | Jelly  |       7 |   2019 |     3 |           554 |           554 |           554 |           554 |
| Claire | Cherry |       8 |   2016 |    13 |           404 |           404 |           404 |           404 |
| Mia    | Eggs   |       7 |   2017 |    26 |           645 |           645 |           645 |           645 |
| Mia    | Ice    |       6 |   2016 |    16 |           692 |           692 |           692 |           692 |
| Mia    | Grapes |      10 |   2019 |    22 |           110 |           110 |           110 |           110 |
| Chae   | Ham    |       8 |   2017 |    31 |           782 |           782 |           782 |           782 |
| Chae   | Grapes |       8 |   2017 |    11 |           513 |           513 |           513 |           513 |
| Chae   | Fish   |       8 |   2018 |    27 |           349 |           349 |           349 |           349 |
| Claire | Apple  |       8 |   2020 |    12 |           925 |           925 |           925 |           925 |
| Boo    | Jelly  |       6 |   2017 |    15 |           381 |           381 |           381 |           381 |
| Sam    | Ham    |       8 |   2018 |     1 |           834 |           834 |           834 |           834 |
| Sam    | Apple  |       7 |   2019 |    11 |           836 |           836 |           836 |           836 |
| Chae   | Ham    |       3 |   2018 |     2 |           700 |           700 |           700 |           700 |
| Helen  | Jelly  |       4 |   2018 |    20 |           281 |           281 |           281 |           281 |
| Wally  | Ham    |       1 |   2016 |    19 |           719 |           719 |           719 |           719 |
| Chae   | Cherry |       8 |   2017 |    19 |           656 |           656 |           656 |           656 |
| Helen  | Grapes |      12 |   2019 |    30 |           422 |           422 |           422 |           422 |
| Boo    | Cherry |       2 |   2018 |     9 |           508 |           508 |           508 |           508 |
| Claire | Butter |       2 |   2019 |    10 |           534 |           534 |           534 |           534 |
| Helen  | Apple  |      11 |   2017 |    21 |           499 |           499 |           499 |           499 |
| Mia    | Eggs   |       8 |   2016 |    23 |           866 |           866 |           866 |           866 |
| Helen  | Eggs   |       2 |   2017 |    11 |           301 |           301 |           301 |           301 |
| Dan    | Ice    |       8 |   2017 |    15 |           886 |           886 |           886 |           886 |
| Claire | Ham    |       4 |   2017 |    16 |           169 |           169 |           169 |           169 |
| Helen  | Ham    |      10 |   2016 |     3 |           284 |           284 |           284 |           284 |
| Mia    | Ice    |       8 |   2020 |     9 |           766 |           766 |           766 |           766 |
| Dan    | Eggs   |       8 |   2020 |    10 |           296 |           296 |           296 |           296 |
| Boo    | Cherry |       2 |   2016 |    18 |           591 |           591 |           591 |           591 |
| Mia    | Eggs   |      12 |   2017 |    20 |           474 |           301 |           474 |           301 |
| Dan    | Dates  |       3 |   2020 |     8 |           346 |           346 |           346 |           346 |
| Mia    | Butter |       7 |   2018 |    16 |           890 |           890 |           890 |           890 |
| Wally  | Cherry |      11 |   2020 |    15 |           894 |           894 |           894 |           894 |
| Mia    | Butter |       4 |   2017 |    28 |           759 |           759 |           759 |           759 |
| Sam    | Jelly  |       1 |   2019 |    19 |           298 |           298 |           298 |           298 |
| Helen  | Cherry |       6 |   2016 |    20 |           815 |           815 |           815 |           815 |
| Wally  | Fish   |       9 |   2017 |    10 |           642 |           642 |           642 |           642 |
| Emily  | Grapes |       3 |   2019 |    17 |           757 |           757 |           757 |           757 |
