+--------+--------+---------+--------+-------+---------------+---------------+---------------+---------------+-----------------+-----------------+
| cust   | prod   |   month |   year |   day |   sum_1_quant |   max_1_quant |   sum_2_quant |   max_2_quant |   count_1_quant |   count_2_quant |
| Wally  | Fish   |       6 |   2016 |    22 |           178 |           178 |           178 |           178 |               1 |               1 |
| Wally  | Eggs   |       3 |   2018 |     5 |           272 |           272 |           272 |           272 |               1 |               1 |
| Mia    | Eggs   |       8 |   2020 |     1 |           490 |           490 |           490 |           490 |               1 |               1 |
| Wally  | Fish   |       7 |   2020 |     7 |           191 |           191 |           191 |           191 |               1 |               1 |
| Mia    | Dates  |       4 |   2018 |    20 |           641 |           641 |           641 |           641 |               1 |               1 |
| Claire | Dates  |       8 |   2016 |    10 |           244 |           244 |           244 |           244 |               1 |               1 |
| Mia    | Ham    |       4 |   2018 |     9 |           647 |           647 |           647 |           647 |               1 |               1 |
| Sam    | Jelly  |       5 |   2019 |    13 |           679 |           679 |           679 |           679 |               1 |               1 |
| Boo    | Grapes |       3 |   2019 |    25 |           953 |           953 |           953 |           953 |               1 |               1 |
| Sam    | Fish   |       2 |   2017 |    23 |           508 |           508 |           508 |           508 |               1 |               1 |
| Claire | Ice    |       1 |   2020 |    29 |           224 |           224 |           224 |           224 |               1 |               1 |
| Helen  | Cherry |       4 |   2018 |     6 |           122 |           122 |           122 |           122 |               1 |               1 |
| Helen  | Apple  |      10 |   2019 |     7 |            71 |            71 |            71 |            71 |               1 |               1 |
| Sam    | Butter |       5 |   2016 |    16 |           539 |           539 |           539 |           539 |               1 |               1 |
| Claire | Grapes |       1 |   2020 |     3 |           996 |           996 |           996 |           996 |               1 |               1 |
| Boo    | Dates  |       3 |   2018 |    31 |           156 |           156 |           156 |           156 |               1 |               1 |
| Sam    | Cherry |       4 |   2020 |    24 |           732 |           732 |           732 |           732 |               1 |               1 |
| Chae   | Fish   |       1 |   2020 |    12 |           955 |           955 |           955 |           955 |               1 |               1 |
| Claire | Ice    |       8 |   2017 |    21 |           978 |           978 |           978 |           978 |               1 |               1 |
| Sam    | Fish   |       6 |   2016 |    29 |           659 |           659 |           659 |           659 |               1 |               1 |
| Sam    | Dates  |       1 |   2018 |    13 |           784 |           784 |           784 |           784 |               1 |               1 |
| Dan    | Cherry |      12 |   2019 |    29 |           300 |           300 |           300 |           300 |               1 |               1 |
| Boo    | Butter |       2 |   2016 |    24 |           600 |           600 |           600 |           600 |               1 |               1 |
| Wally  | Ham    |       5 |   2019 |    24 |           659 |           659 |           659 |           659 |               1 |               1 |
